number,enumerator,start,today,agree_to_participate,hh_sex,Femaleheadhh,ageyear,who_is_respondent,headhousemarital,livelihoods_bene,shelterbeneficaries,HighestLevel,hh_sex.1,electricity_connectionR,mosquito_netsR,income_preR,income_postR,incomechange,WorkPaidLastMonthR,WorkUnPaidLastMonthR,farmlandtotal,post_yolanda_main_income_sourceR,TotalNumberIncomeSourcesEmploy,NumberSourcesAll,ChangeIncome,hh_debt,hh_bank_accountR,savings_yeswithoutR,AssetChange,have_a_houseR,currently_living_in,material_construction,why_move_to_location,LocationNoBuildR,land_ownershipr,proof_ownership,house_ownershipr,agreement_land,DamageIndex,damage_posts,damage_roof,damage_walls,damage_others,damage_toilets,shelterbeneficaries.1,totalhectares,hectares1R,agreement_house,occupy_land_yearCat,TotalHouseholdMembers,income_postR.1,AttenWalk,AttenSee,AttenHear,AttenRC,AttenSC,AttenCom,singleHHR,U18HHR,ChildU5R,FiveHHR,attentionR,Over60R,IncomeR,More7R,More10R,VulnerableIndex,water_table,sanitation_ownership,in_or_out,type_of_toilet,septic_tank,ServiceWaterCat,service_water,drinking_water,DrinkWaterCat,handwashing_access,GPS_latitude,GPS_longitude,municipalityname,Mun_Code,barangayname,Bar_Code,GPS_altitude,GPS_precision,toilet_access,sanitation_ownership.1,toilet_access.1
1118,alburo,2014-10-18T13:35:00.000+08,10/18/14,yes,male,no,55,head,married,#N/A,SRA,Graduate,male,No,0,"10,001 - 15,000","10,001 - 15,000",Equals,Yes,No,1,govt_employ,1,1,No Change,yes,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,Owned by family member,#N/A,owned,no,8,under_standard,under_standard,under_standard,under_standard,no_toilet,SRA,0,No,#N/A,2012 or before,3,"10,001 - 15,000",Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1,high,#N/A,#N/A,#N/A,#N/A,More than 20,handpumped,handpumped,More than 20,yes,11.15521686,124.8601393,Alang Alang,PH083702000,Astorga,PH083702002,112.3000031,5,without,#N/A,without
1119,alburo,2014-10-18T14:00:00.000+08,10/18/14,yes,male,no,42,head,living_together,#N/A,SRA,Elementary,male,No,3,"<2,500","<2,500",Equals,Yes,No,0.25,agri_labor,1,1,No Change,yes,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,yes_written,4,to_standard,under_standard,to_standard,under_standard,no_toilet,SRA,0,No,#N/A,2012 or before,1,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,low,#N/A,#N/A,#N/A,#N/A,0 to 5,handpumped,handpumped,0 to 5,without,11.22332281,124.8482063,Alang Alang,PH083702000,Hubang,PH083702024,109.0999985,5,without,#N/A,without
1120,alburo,2014-10-18T14:20:00.000+08,10/18/14,yes,male,no,43,spouse,living_together,#N/A,SRA,High School,male,No,1,"<2,500","<2,500",Equals,No,No,#N/A,agri_labor,1,1,No Change,yes,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,others,#N/A,owned,no,8,under_standard,under_standard,under_standard,under_standard,no_toilet,SRA,0,No,#N/A,2012 or before,4,"<2,500",No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,2,high,#N/A,#N/A,#N/A,#N/A,0 to 5,handpumped,handpumped,0 to 5,yes,11.15786346,124.8606188,Alang Alang,PH083702000,Astorga,PH083702002,111.4000015,5,without,#N/A,without
1121,alburo,2014-10-18T15:03:00.000+08,10/18/14,yes,male,no,40,spouse,married,#N/A,SRA,High School,male,Yes,2,"<2,500","<2,500",Equals,Yes,No,#N/A,driver,2,2,No Change,no,No,No,Less Assets,Yes,new_house,wood,#N/A,No,others,#N/A,owned,no,4,under_standard,under_standard,to_standard,none,no_toilet,SRA,0,No,#N/A,2012 or before,8,"<2,500",No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,3,high,shared_toilet,out,flush_toilet,yes,6 to 20,well,handpumped,More than 20,without,11.19931109,124.8109474,Alang Alang,PH083702000,Santiago,PH083702043,107.3000031,5,yes,shared_toilet,yes
1122,ergina,2014-10-18T14:32:00.000+08,10/18/14,yes,male,no,73,head,living_together,Yes,SRA,Graduate,male,Yes,2,"5,001 - 10,000","<2,500",Less than,Yes,No,2.5,govt_employ,2,2,Change,yes,No,No,Less Assets,Yes,repaired_house,concrete_wood,#N/A,No,owned,yes,owned,#N/A,5,under_standard,lightly_damaged,lightly_damaged,significantly_damaged,lightly_damaged,SRA,2.53,Yes,#N/A,#N/A,3,"<2,500",No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,3,high,own_toilet,in,flush_toilet,yes,0 to 5,well,handpumped,6 to 20,without,11.17249075,124.85935,Alang Alang,PH083702000,Penalosa,PH083702033,115.3000031,5,yes,own_toilet,yes
1123,alburo,2014-10-18T15:30:00.000+08,10/18/14,yes,male,no,59,head,married,#N/A,SRA,Primary,male,Yes,3,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,1,1,No Change,no,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,no,4,to_standard,under_standard,to_standard,under_standard,no_toilet,SRA,0,No,#N/A,2012 or before,5,"<2,500",No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,3,high,shared_toilet,out,flush_toilet,yes,6 to 20,well,handpumped,More than 20,yes,11.16944877,124.8857652,Alang Alang,PH083702000,Aslum,PH083702001,106.5,5,yes,shared_toilet,yes
1124,ergina,2014-10-18T15:04:00.000+08,10/18/14,yes,female,yes,53,head,widowed,Yes,SRA,Elementary,female,No,2,"2,500 - 5,000","<2,500",Less than,Yes,No,1,trade,1,1,Change,yes,No,No,Less Assets,Yes,new_house,wood,#N/A,No,Owned by family member,#N/A,owned,yes_oral,6,under_standard,under_standard,to_standard,under_standard,no_toilet,SRA,0,No,#N/A,#N/A,2,"<2,500",No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,3,low,shared_toilet,out,flush_toilet,yes,0 to 5,well,handpumped,6 to 20,yes,11.15462092,124.8605942,Alang Alang,PH083702000,Astorga,PH083702002,116,5,yes,shared_toilet,yes
1125,marcha,2014-10-18T13:48:00.000+08,10/18/14,yes,male,no,38,head,living_together,Yes,SRA,Elementary,male,No,3,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,1,1,No Change,yes,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,Owned by family member,#N/A,owned,yes_written,8,under_standard,to_standard,under_standard,under_standard,under_standard,SRA,0,No,#N/A,2014,4,"<2,500",No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,2,low,own_toilet,out,flush_toilet,no,6 to 20,handpumped,handpumped,6 to 20,without,11.22703969,124.8384681,Alang Alang,PH083702000,Hubang,PH083702024,116.1999969,5,yes,own_toilet,yes
1126,marcha,2014-10-18T14:53:00.000+08,10/18/14,yes,male,no,38,spouse,living_together,#N/A,SRA,Primary,male,No,2,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,1,1,No Change,no,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,rented,#N/A,owned,yes_oral,8,to_standard,under_standard,under_standard,under_standard,under_standard,SRA,0,No,#N/A,2012 or before,6,"<2,500",No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,3,low,own_toilet,out,flush_toilet,no,6 to 20,handpumped,handpumped,6 to 20,yes,11.15818034,124.8624603,Alang Alang,PH083702000,Astorga,PH083702002,121,5,yes,own_toilet,yes
1127,marcha,2014-10-18T10:36:00.000+08,10/18/14,yes,female,yes,67,head,widowed,#N/A,SRA,Graduate,female,No,2,"5,001 - 10,000","5,001 - 10,000",Equals,Yes,No,#N/A,others,1,1,No Change,yes,No,No,Equal Assets,Yes,repaired_house,concrete_wood,#N/A,No,owned,yes,owned,#N/A,4,to_standard,to_standard,under_standard,under_standard,to_standard,SRA,0.015,No,#N/A,2012 or before,3,"5,001 - 10,000",No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,3,high,own_toilet,in,flush_toilet,yes,6 to 20,handpumped,handpumped,6 to 20,yes,11.23034041,124.8434226,Alang Alang,PH083702000,Hubang,PH083702024,115.5999985,5,yes,own_toilet,yes
1128,rias,2014-10-20T09:50:00.000+08,10/20/14,yes,male,no,48,head,married,#N/A,Core,High School,male,No,3,"2,500 - 5,000","<2,500",Less than,Yes,No,1.5,agri_labor,1,1,No Change,yes,No,No,Less Assets,Yes,repaired_house,makeshift,#N/A,No,owned,yes,owned,#N/A,10,under_standard,under_standard,under_standard,under_standard,under_standard,Core,0.015,No,#N/A,2012 or before,10,"<2,500",No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,4,high,own_toilet,in,flush_toilet,yes,0 to 5,handpumped,handpumped,6 to 20,without,11.16896426,124.8848383,Alang Alang,PH083702000,Aslum,PH083702001,105.1999969,5,yes,own_toilet,yes
1129,rias,2014-10-20T11:06:00.000+08,10/20/14,yes,male,no,48,head,married,#N/A,SRA,Elementary,male,No,2,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,1,1,No Change,yes,No,No,Equal Assets,Yes,repaired_house,wood,#N/A,No,Owned by family member,#N/A,owned,yes_oral,10,under_standard,under_standard,under_standard,under_standard,under_standard,SRA,0,No,#N/A,2012 or before,5,"<2,500",No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,2,high,own_toilet,out,flush_toilet,no,More than 20,handpumped,handpumped,More than 20,without,11.23022537,124.8496902,Alang Alang,PH083702000,Hubang,PH083702024,109.6999969,5,yes,own_toilet,yes
1130,pono,2014-10-20T10:15:00.000+08,10/20/14,yes,male,no,70,head,widowed,Yes,Core,None,male,No,1,"<2,500","<2,500",Equals,Yes,No,#N/A,Support from Family,0,1,Change,no,No,No,Equal Assets,Yes,new_house,light,#N/A,No,others,#N/A,share,#N/A,7,under_standard,lightly_damaged,under_standard,under_standard,no_toilet,Core,0,No,yes_oral,2013,1,"<2,500",No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,2,high,#N/A,#N/A,#N/A,#N/A,0 to 5,spring,handpumped,0 to 5,without,11.16583187,124.868515,Alang Alang,PH083702000,Astorga,PH083702002,132.6000061,5,without,#N/A,without
1131,pono,2014-10-20T10:44:00.000+08,10/20/14,yes,male,no,43,spouse,living_together,#N/A,Core,Elementary,male,No,2,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,1,1,No Change,no,No,No,Equal Assets,Yes,new_house,light,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,yes_oral,5,under_standard,significantly_damaged,under_standard,lightly_damaged,no_toilet,Core,0,No,#N/A,2013,4,"<2,500",No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,2,high,#N/A,#N/A,#N/A,#N/A,0 to 5,spring,handpumped,0 to 5,without,11.20223289,124.8088964,Alang Alang,PH083702000,Santiago,PH083702043,110,5,without,#N/A,without
1132,pono,2014-10-20T13:34:00.000+08,10/20/14,yes,female,yes,67,head,widowed,#N/A,SRA,Elementary,female,Yes,1,"<2,500","<2,500",Equals,No,No,0.5,trade,2,2,Change,yes,No,No,Less Assets,Yes,repaired_house,concrete,#N/A,No,owned,yes,owned,#N/A,9,lightly_damaged,under_standard,under_standard,under_standard,under_standard,SRA,0.036,No,#N/A,2012 or before,2,"<2,500",No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,4,low,own_toilet,in,flush_toilet,yes,0 to 5,handpumped,handpumped,6 to 20,without,11.15942942,124.8635358,Alang Alang,PH083702000,Astorga,PH083702002,102.5999985,5,yes,own_toilet,yes
1133,balberia,2014-10-20T09:24:00.000+08,10/20/14,yes,male,no,38,spouse,married,#N/A,SRA,High School,male,Yes,2,"5,001 - 10,000","5,001 - 10,000",Equals,No,Yes,#N/A,remittance,1,2,No Change,no,Yes,No,More Assets,Yes,new_house,concrete,#N/A,No,Owned by family member,#N/A,owned,no,0,to_standard,significantly_damaged,to_standard,none,no_toilet,SRA,0,No,#N/A,2012 or before,2,"5,001 - 10,000",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,low,shared_toilet,out,flush_toilet,yes,0 to 5,well,handpumped,More than 20,yes,11.15415732,124.8581299,Alang Alang,PH083702000,Astorga,PH083702002,103.4000015,5,yes,shared_toilet,yes
1134,balberia,2014-10-20T08:54:00.000+08,10/20/14,yes,female,yes,41,head,single,Yes,SRA,Graduate,female,Yes,2,"<2,500","<2,500",Equals,Yes,No,#N/A,livestock,1,1,No Change,no,No,No,Less Assets,Yes,repaired_house,concrete_wood,#N/A,No,owned,yes,owned,#N/A,5,under_standard,lightly_damaged,lightly_damaged,significantly_damaged,lightly_damaged,SRA,0.03,No,#N/A,2012 or before,2,"<2,500",No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2,high,own_toilet,in,flush_toilet,yes,0 to 5,well,handpumped,6 to 20,yes,11.17022845,124.8536276,Alang Alang,PH083702000,Penalosa,PH083702033,103.6999969,5,yes,own_toilet,yes
1135,balberia,2014-10-20T09:42:00.000+08,10/20/14,yes,female,yes,48,head,separated,Yes,Core,Elementary,female,Yes,2,"<2,500","<2,500",Equals,No,Yes,#N/A,Maid/Laundry,1,1,Change,yes,No,No,Equal Assets,No,#N/A,#N/A,#N/A,No,Owned by family member,#N/A,share,no,18,#N/A,#N/A,#N/A,#N/A,#N/A,Core,0,No,no,2013,3,"<2,500",No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2,high,shared_toilet,out,flush_toilet,no,6 to 20,handpumped,handpumped,6 to 20,yes,11.2279671,124.8378813,Alang Alang,PH083702000,Hubang,PH083702024,97.59999847,5,yes,shared_toilet,yes
1136,balberia,2014-10-20T13:03:00.000+08,10/20/14,yes,male,no,49,spouse,married,#N/A,SRA,Graduate,male,Yes,4,"5,001 - 10,000","5,001 - 10,000",Equals,Yes,No,4,private_employ,1,1,Change,yes,No,Yes,Equal Assets,Yes,new_house,concrete,#N/A,No,Owned by family member,#N/A,owned,yes_oral,1,to_standard,to_standard,to_standard,lightly_damaged,to_standard,SRA,0,No,#N/A,2012 or before,5,"5,001 - 10,000",Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,4,low,own_toilet,in,flush_toilet,yes,6 to 20,handpumped,handpumped,0 to 5,yes,11.16409238,124.8870669,Alang Alang,PH083702000,Aslum,PH083702001,111.4000015,5,yes,own_toilet,yes
1137,besario,2014-10-20T09:02:00.000+08,10/20/14,yes,male,no,31,head,single,#N/A,SRA,High School,male,Yes,2,"<2,500","<2,500",Equals,No,Yes,0.8,self_employ,1,1,Change,yes,No,No,Less Assets,Yes,new_house,concrete_wood,#N/A,No,owned,yes,owned,#N/A,7,under_standard,under_standard,under_standard,lightly_damaged,significantly_damaged,SRA,0.825,No,#N/A,2012 or before,2,"<2,500",No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,3,low,own_toilet,out,flush_toilet,yes,More than 20,handpumped,handpumped,More than 20,without,11.23408478,124.8405023,Alang Alang,PH083702000,Hubang,PH083702024,102,5,yes,own_toilet,yes
1138,balberia,2014-10-20T13:47:00.000+08,10/20/14,yes,male,no,45,head,married,#N/A,SRA,Elementary,male,No,2,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,1,1,No Change,yes,No,No,Less Assets,Yes,new_house,wood,#N/A,No,Neighbor_Friend_OtherNonRelative,#N/A,owned,yes_oral,7,under_standard,under_standard,to_standard,under_standard,lightly_damaged,SRA,0,No,#N/A,2012 or before,9,"<2,500",No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,2,high,own_toilet,out,flush_toilet,no,More than 20,well,well,More than 20,yes,11.22736624,124.8463395,Alang Alang,PH083702000,Hubang,PH083702024,109,5,yes,own_toilet,yes
1139,besario,2014-10-20T09:22:00.000+08,10/20/14,yes,male,no,55,head,single,Yes,SRA,Elementary,male,No,2,"<2,500","<2,500",Equals,No,No,#N/A,remittance,0,1,Change,yes,No,No,Less Assets,Yes,new_house,wood,#N/A,No,Owned by family member,#N/A,owned,yes_oral,7,under_standard,lightly_damaged,under_standard,under_standard,no_toilet,SRA,0,No,#N/A,2013,1,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,low,#N/A,#N/A,#N/A,#N/A,0 to 5,well,handpumped,6 to 20,without,11.17443059,124.887959,Alang Alang,PH083702000,Aslum,PH083702001,106,5,without,#N/A,without
1140,balberia,2014-10-20T14:10:00.000+08,10/20/14,yes,male,no,39,head,married,#N/A,Core,High School,male,Yes,1,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,1,1,No Change,no,No,No,Less Assets,No,#N/A,#N/A,#N/A,No,Neighbor_Friend_OtherNonRelative,#N/A,share,no,18,#N/A,#N/A,#N/A,#N/A,#N/A,Core,0,No,no,2014,4,"<2,500",No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,2,low,shared_toilet,out,flush_toilet,no,6 to 20,handpumped,well,More than 20,yes,11.16922653,124.8856863,Alang Alang,PH083702000,Aslum,PH083702001,109.5,5,yes,shared_toilet,yes
1141,besario,2014-10-20T09:40:00.000+08,10/20/14,yes,male,no,32,head,married,#N/A,SRA,High School,male,No,1,"<2,500","<2,500",Equals,Yes,No,2,agri_labor,2,2,No Change,no,No,No,Less Assets,Yes,new_house,concrete,#N/A,No,owned,no,owned,#N/A,2,to_standard,to_standard,to_standard,under_standard,no_toilet,SRA,0.003,No,#N/A,2014,1,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,low,#N/A,#N/A,#N/A,#N/A,6 to 20,handpumped,handpumped,6 to 20,without,11.1590642,124.8707176,Alang Alang,PH083702000,Astorga,PH083702002,102.4000015,5,without,#N/A,without
1142,balagapo,2014-10-20T08:26:00.000+08,10/20/14,yes,male,no,76,head,married,#N/A,SRA,Elementary,male,Yes,1,"<2,500","<2,500",Equals,No,Yes,2,Support from Family,0,1,Change,no,No,No,Less Assets,Yes,repaired_house,concrete,#N/A,No,owned,no,owned,#N/A,4,under_standard,under_standard,to_standard,to_standard,to_standard,SRA,0.06,No,#N/A,2012 or before,3,"<2,500",No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,2,high,own_toilet,in,flush_toilet,yes,0 to 5,well,handpumped,0 to 5,yes,11.16789488,124.8529507,Alang Alang,PH083702000,Penalosa,PH083702033,115.8000031,15,yes,own_toilet,yes
1143,benaso,2014-10-20T09:22:00.000+08,10/20/14,yes,male,no,61,spouse,living_together,#N/A,Core,High School,male,No,2,"5,001 - 10,000","5,001 - 10,000",Equals,Yes,No,#N/A,driver,2,2,No Change,no,No,No,Less Assets,Yes,repaired_house,light,#N/A,No,others,#N/A,owned,yes_oral,3,to_standard,under_standard,lightly_damaged,none,no_toilet,Core,0,No,#N/A,2012 or before,6,"5,001 - 10,000",No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,2,high,#N/A,#N/A,#N/A,#N/A,0 to 5,well,handpumped,6 to 20,without,11.16265572,124.8498966,Alang Alang,PH083702000,Penalosa,PH083702033,107,5,without,#N/A,without
1144,guillermo,2014-10-20T09:03:00.000+08,10/20/14,yes,male,no,60,spouse,married,#N/A,Core,Elementary,male,No,2,"2,500 - 5,000","<2,500",Less than,Yes,No,9,farming,1,1,No Change,yes,No,No,Less Assets,Yes,new_house,light,#N/A,No,rented,#N/A,owned,yes_oral,8,under_standard,under_standard,under_standard,under_standard,no_toilet,Core,0,No,#N/A,2013,3,"<2,500",No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,2,high,#N/A,#N/A,#N/A,#N/A,0 to 5,well,handpumped,6 to 20,without,11.2325115,124.8417903,Alang Alang,PH083702000,Hubang,PH083702024,100.5,5,without,#N/A,without
1145,alburo,2014-10-20T09:34:00.000+08,10/20/14,yes,male,no,34,head,living_together,#N/A,SRA,High School,male,No,2,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,1,1,No Change,yes,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,yes_oral,2,to_standard,under_standard,to_standard,to_standard,no_toilet,SRA,0,No,#N/A,2014,4,"<2,500",No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,2,low,shared_toilet,out,flush_toilet,no,0 to 5,well,handpumped,More than 20,yes,11.23110197,124.8435324,Alang Alang,PH083702000,Hubang,PH083702024,102.5999985,5,yes,shared_toilet,yes
1146,besario,2014-10-20T13:13:00.000+08,10/20/14,yes,male,no,60,head,married,#N/A,SRA,Elementary,male,Yes,3,"<2,500","<2,500",Equals,Yes,No,3,farming,1,1,Change,yes,No,No,Less Assets,Yes,new_house,wood,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,yes_oral,7,to_standard,under_standard,under_standard,under_standard,lightly_damaged,SRA,0,No,#N/A,2012 or before,3,"<2,500",No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,3,low,own_toilet,out,flush_toilet,yes,0 to 5,well,handpumped,6 to 20,without,11.15488615,124.8623018,Alang Alang,PH083702000,Astorga,PH083702002,112.6999969,5,yes,own_toilet,yes
1147,guillermo,2014-10-20T09:37:00.000+08,10/20/14,yes,male,no,67,head,married,#N/A,Core,High School,male,Yes,3,"<2,500","<2,500",Equals,Yes,No,#N/A,driver,2,2,No Change,yes,No,No,Equal Assets,No,#N/A,#N/A,house_destroyed,No,rented,#N/A,share,yes_oral,18,#N/A,#N/A,#N/A,#N/A,#N/A,Core,0,No,yes_oral,2013,5,"<2,500",No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,3,high,shared_toilet,out,flush_toilet,no,6 to 20,well,handpumped,More than 20,without,11.15710729,124.8438814,Alang Alang,PH083702000,Penalosa,PH083702033,106.4000015,5,yes,shared_toilet,yes
1148,benaso,2014-10-20T13:02:00.000+08,10/20/14,yes,female,yes,69,head,single,#N/A,SRA,Elementary,female,Yes,2,"<2,500","<2,500",Equals,No,Yes,#N/A,remittance,0,1,Change,yes,No,No,Less Assets,Yes,repaired_house,concrete,house_destroyed,No,others,#N/A,share,yes_written,1,to_standard,lightly_damaged,to_standard,to_standard,to_standard,SRA,0,No,yes_oral,2014,2,"<2,500",No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,3,low,own_toilet,in,flush_toilet,yes,6 to 20,handpumped,handpumped,6 to 20,yes,11.19785152,124.8103336,Alang Alang,PH083702000,Santiago,PH083702043,105.4000015,5,yes,own_toilet,yes
1149,alburo,2014-10-20T13:02:00.000+08,10/20/14,yes,male,no,29,spouse,married,#N/A,Core,Graduate,male,Yes,4,"2,500 - 5,000","2,500 - 5,000",Equals,Yes,No,#N/A,remittance,0,1,No Change,yes,Yes,No,Equal Assets,No,#N/A,#N/A,#N/A,No,others,#N/A,share,yes_written,18,#N/A,#N/A,#N/A,#N/A,#N/A,Core,0,No,no,2012 or before,5,"2,500 - 5,000",No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,2,high,own_toilet,in,flush_toilet,yes,0 to 5,handpumped,handpumped,0 to 5,yes,11.2340433,124.8420697,Alang Alang,PH083702000,Hubang,PH083702024,108.3000031,5,yes,own_toilet,yes
1150,benaso,2014-10-20T14:04:00.000+08,10/20/14,yes,male,no,35,head,living_together,#N/A,SRA,High School,male,No,1,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,2,2,No Change,yes,No,No,Less Assets,Yes,repaired_house,wood,#N/A,No,others,#N/A,owned,yes_oral,6,to_standard,under_standard,under_standard,under_standard,no_toilet,SRA,0,No,#N/A,2012 or before,2,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,low,#N/A,#N/A,#N/A,#N/A,0 to 5,handpumped,spring,6 to 20,without,11.16342027,124.866848,Alang Alang,PH083702000,Astorga,PH083702002,111.3000031,5,without,#N/A,without
1151,besario,2014-10-20T13:35:00.000+08,10/20/14,yes,male,no,34,head,married,#N/A,SRA,High School,male,Yes,2,"<2,500","<2,500",Equals,Yes,No,1,farming,1,1,No Change,yes,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,Neighbor_Friend_OtherNonRelative,#N/A,owned,yes_oral,5,to_standard,under_standard,to_standard,under_standard,lightly_damaged,SRA,0,No,#N/A,2012 or before,5,"<2,500",No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,2,low,own_toilet,out,flush_toilet,yes,6 to 20,well,well,6 to 20,without,11.15379673,124.8602526,Alang Alang,PH083702000,Astorga,PH083702002,107.4000015,5,yes,own_toilet,yes
1152,guillermo,2014-11-20T14:34:00.000+08,10/20/14,yes,female,yes,80,head,single,Yes,SRA,Elementary,female,Yes,1,"<2,500","<2,500",Equals,No,No,#N/A,Support from Family,0,1,Change,yes,No,No,Less Assets,Yes,new_house,wood,#N/A,No,owned,no,owned,#N/A,5,under_standard,to_standard,under_standard,lightly_damaged,significantly_damaged,SRA,0.005,No,#N/A,2012 or before,1,"<2,500",Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,3,high,own_toilet,out,flush_toilet,no,0 to 5,well,handpumped,More than 20,without,11.1532846,124.860644,Alang Alang,PH083702000,Astorga,PH083702002,108.1999969,5,yes,own_toilet,yes
1153,balagapo,2014-10-20T10:39:00.000+08,10/20/14,yes,male,no,114,head,single,Yes,Core,None,male,No,1,"<2,500","<2,500",Equals,Yes,No,#N/A,Support from Family,0,1,Change,yes,No,No,Equal Assets,Yes,new_house,makeshift,#N/A,No,Neighbor_Friend_OtherNonRelative,#N/A,owned,yes_oral,8,under_standard,under_standard,under_standard,under_standard,no_toilet,Core,0,No,#N/A,2014,1,"<2,500",No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,2,high,own_toilet,out,pit_toilet,#N/A,0 to 5,handpumped,handpumped,0 to 5,without,11.22519538,124.8424005,Alang Alang,PH083702000,Hubang,PH083702024,107,5,yes,own_toilet,yes
1154,cuevas,2014-10-20T09:45:00.000+08,10/20/14,yes,male,no,57,head,married,#N/A,Neither,Graduate,male,Yes,3,"2,500 - 5,000","10,001 - 15,000",Greater,Yes,No,#N/A,trade,2,2,Change,no,Yes,Yes,More Assets,Yes,repaired_house,concrete_wood,#N/A,No,Owned by family member,#N/A,owned,yes_oral,0,to_standard,to_standard,to_standard,to_standard,to_standard,Neither,0,No,#N/A,2012 or before,6,"10,001 - 15,000",No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,3,high,own_toilet,in,flush_toilet,yes,0 to 5,handpumped,handpumped,0 to 5,yes,11.22520641,124.8423315,Alang Alang,PH083702000,Hubang,PH083702024,108.9000015,5,yes,own_toilet,yes
1155,brum,2014-10-20T10:10:00.000+08,10/20/14,yes,male,no,38,head,living_together,#N/A,Core,Graduate,male,No,1,"<2,500","<2,500",Equals,No,Yes,0.25,agri_labor,1,1,Change,yes,No,No,Equal Assets,Yes,repaired_house,light,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,yes_oral,6,under_standard,under_standard,under_standard,none,significantly_damaged,Core,0,No,#N/A,2013,4,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,high,own_toilet,out,flush_toilet,yes,6 to 20,handpumped,handpumped,6 to 20,without,11.22775597,124.8507612,Alang Alang,PH083702000,Hubang,PH083702024,107.5,5,yes,own_toilet,yes
